CONTROL_NUMBER,DONATED,CLUSTER_CODE,MONTHS_SINCE_LAST_PROM_RESP,FILE_AVG_GIFT,LIFETIME_GIFT_AMOUNT,IN_HOUSE,SES,PUBLISHED_PHONE,OVERLAY_SOURCE,RECENCY_STATUS_96NK,RECENT_RESPONSE_COUNT,MEDIAN_HOUSEHOLD_INCOME,LAST_GIFT_AMT,MONTHS_SINCE_ORIGIN,DONOR_AGE,PCT_OWNER_OCCUPIED,WEALTH_RATING,MONTHS_SINCE_LAST_GIFT,DONOR_GENDER
903,0,25,16.0,4.2,42.0,0,2,0,B,A,4,196,5.0,41,,42,,16,F
7719,0,46,18.0,10.53,316.0,1,2,1,M,S,2,662,10.0,137,,90,4.0,18,F
103591,1,43,15.0,6.1,61.0,0,2,0,M,S,5,202,10.0,89,,79,,15,M
110756,0,39,20.0,10.75,43.0,0,2,0,N,A,2,194,15.0,41,,4,5.0,20,M
115060,0,36,21.0,9.5,95.0,0,2,0,N,S,3,170,10.0,77,,63,2.0,18,M
41482,1,30,18.0,3.41,58.0,0,3,1,B,A,7,210,5.0,125,72.0,70,,18,F
29821,0,27,16.0,8.0,32.0,0,2,0,N,A,4,325,7.0,29,,88,,16,F
109472,0,47,15.0,7.64,107.0,0,2,0,P,E,2,286,14.0,89,67.0,70,,15,M
179936,0,04,19.0,10.6,106.0,0,2,1,B,A,1,291,15.0,77,51.0,70,5.0,19,F
111854,0,31,19.0,13.5,54.0,0,3,1,B,A,2,92,20.0,53,54.0,24,3.0,19,M
47819,1,35,17.0,12.7,127.0,0,1,1,B,A,3,451,10.0,113,59.0,92,9.0,17,M
8684,0,07,,9.36,103.0,0,2,0,N,A,0,187,0.0,101,57.0,17,2.0,15,F
117249,0,16,19.0,6.57,92.0,0,2,0,N,S,8,386,8.0,41,,80,,19,F
117863,0,39,24.0,7.67,138.0,0,2,1,B,S,6,290,10.0,113,41.0,85,8.0,24,M
82219,0,40,16.0,9.23,120.0,0,2,1,B,S,7,665,10.0,89,84.0,92,8.0,16,M
151955,0,12,19.0,7.78,70.0,0,1,1,B,S,3,418,15.0,101,44.0,52,8.0,19,M
141489,0,04,26.0,6.59,112.0,0,2,1,N,A,2,410,10.0,137,,72,3.0,26,F
113564,0,25,20.0,9.92,129.0,0,2,0,B,S,2,332,16.0,113,48.0,29,9.0,20,M
120718,0,53,17.0,14.74,280.0,0,3,1,B,S,3,174,25.0,113,81.0,84,,17,M
88386,0,11,22.0,12.8,128.0,0,1,0,N,A,5,534,14.0,89,77.0,71,9.0,22,F
156876,0,03,19.0,13.75,55.0,0,1,1,B,A,3,571,15.0,29,70.0,85,,19,F
20146,0,36,22.0,13.33,40.0,0,2,1,B,A,2,204,0.0,29,,66,,4,M
158773,0,24,19.0,11.89,107.0,0,1,0,P,A,2,527,25.0,113,75.0,87,,19,F
74404,0,48,23.0,11.38,91.0,0,2,0,N,A,4,228,15.0,53,70.0,92,1.0,23,M
58786,1,43,25.0,6.06,109.0,0,2,1,B,A,2,293,10.0,137,70.0,85,5.0,25,F
47922,0,49,17.0,8.44,76.0,0,2,0,N,S,5,272,12.0,53,,87,6.0,17,M
173132,1,46,16.0,11.56,104.0,0,2,0,B,A,3,275,15.0,113,67.0,72,0.0,16,F
186684,0,04,19.0,12.95,246.0,1,2,0,N,A,1,274,10.0,113,,10,2.0,8,F
142466,1,10,12.0,17.88,286.0,0,4,0,P,A,9,168,24.0,77,59.0,37,0.0,12,F
183541,0,40,16.0,17.14,120.0,0,2,0,N,A,2,0,25.0,77,,0,,16,M
107505,0,35,21.0,8.09,178.0,0,1,0,N,S,7,423,10.0,101,,94,8.0,21,M
44733,0,36,15.0,6.93,97.0,0,2,0,B,S,7,279,7.0,53,39.0,87,3.0,15,F
87359,0,43,20.0,11.18,123.0,0,2,1,P,A,1,256,25.0,137,,84,4.0,20,F
157213,1,11,16.0,12.5,25.0,0,1,0,N,A,2,417,15.0,29,,79,,16,F
142013,1,44,15.0,23.0,23.0,0,2,0,P,E,1,367,23.0,17,53.0,81,,15,F
124251,0,32,16.0,23.0,23.0,0,3,0,P,F,1,191,23.0,17,49.0,62,,16,M
159394,0,13,19.0,9.31,121.0,0,1,0,M,S,3,586,10.0,137,,88,8.0,19,U
41312,1,09,18.0,11.09,122.0,0,3,1,B,A,1,157,17.0,137,67.0,34,5.0,18,F
154839,0,21,17.0,23.5,94.0,0,3,0,P,A,1,294,34.0,101,61.0,47,2.0,17,M
38656,0,19,16.0,12.63,101.0,0,2,1,N,A,4,408,10.0,41,44.0,56,,16,F
82981,0,18,21.0,20.0,20.0,0,2,1,B,F,1,381,20.0,17,39.0,90,,21,M
174560,0,18,17.0,15.0,15.0,0,2,1,M,F,1,356,15.0,17,69.0,85,,17,F
162209,1,13,26.0,9.2,138.0,0,1,1,B,A,2,495,10.0,137,77.0,74,9.0,26,F
5681,0,48,26.0,18.71,449.0,1,2,1,B,A,1,126,20.0,137,83.0,65,3.0,26,F
26467,0,15,15.0,3.92,51.0,0,1,0,N,S,8,376,5.0,41,,37,8.0,15,M
101114,0,24,19.0,8.21,115.0,0,1,1,P,S,1,453,18.0,137,39.0,88,9.0,19,F
53669,0,12,24.0,6.71,94.0,0,1,1,B,A,2,365,14.0,101,71.0,78,8.0,24,M
23688,0,39,23.0,5.08,66.0,0,2,1,B,S,7,274,5.0,65,57.0,78,4.0,23,M
18543,1,36,17.0,9.09,100.0,0,2,1,B,S,5,243,14.0,89,37.0,74,5.0,17,F
9230,1,51,18.0,3.09,71.0,0,3,1,B,S,2,144,5.0,137,87.0,51,0.0,6,M
38105,0,04,17.0,3.44,55.0,0,2,1,N,S,6,426,4.0,113,17.0,93,6.0,17,F
143565,1,05,18.0,11.4,57.0,0,2,0,B,A,2,406,17.0,77,67.0,86,6.0,18,F
125636,0,28,16.0,20.0,20.0,0,2,0,N,F,1,316,20.0,17,,93,,16,F
163740,0,27,26.0,17.57,246.0,0,2,0,P,S,1,201,25.0,137,68.0,79,0.0,18,F
68716,0,18,27.0,14.0,56.0,0,2,0,N,A,1,423,15.0,65,42.0,91,5.0,27,U
159868,1,30,18.0,9.06,163.0,0,3,0,B,S,5,343,15.0,125,74.0,77,3.0,18,F
95240,1,36,18.0,10.72,343.0,0,2,1,B,S,6,344,12.0,113,45.0,77,5.0,18,M
86891,0,43,17.0,5.08,122.0,0,2,0,N,S,6,192,8.0,137,,76,1.0,17,F
148931,0,28,18.0,27.42,329.0,0,2,0,N,S,3,454,36.0,89,,87,7.0,18,U
26410,1,11,21.0,20.33,61.0,0,1,1,B,A,3,361,25.0,29,75.0,54,,21,F
25854,0,33,16.0,25.0,25.0,0,3,1,P,F,1,167,25.0,17,87.0,21,,16,F
108983,1,27,17.0,12.0,96.0,0,2,1,B,A,2,165,17.0,113,72.0,59,1.0,17,M
90594,0,22,15.0,8.44,76.0,0,1,0,N,S,3,170,10.0,65,30.0,12,9.0,15,F
104367,1,14,18.0,7.67,46.0,0,1,0,M,A,5,386,8.0,29,43.0,90,,18,M
116139,0,24,23.0,13.0,26.0,0,1,1,B,A,1,291,16.0,29,35.0,88,,23,M
108820,1,43,16.0,4.83,29.0,0,2,1,B,A,6,198,5.0,41,74.0,82,,16,M
86588,0,53,18.0,2.58,49.0,0,3,1,P,A,7,176,5.0,137,58.0,78,,18,M
6451,0, .,20.0,9.16,146.5,1,?,1,P,A,6,520,12.5,77,55.0,45,8.0,20,M
137540,1,24,15.0,9.0,45.0,0,1,0,P,A,5,411,9.0,29,49.0,78,,15,F
22262,0,41,21.0,13.67,41.0,0,3,1,B,A,3,289,20.0,29,87.0,61,,21,U
148381,0,11,17.0,80.0,560.0,0,1,0,P,A,2,546,100.0,65,72.0,74,9.0,15,M
57419,1,12,26.0,7.5,30.0,0,1,1,B,A,1,484,15.0,65,35.0,92,,26,F
131531,0,12,21.0,50.0,50.0,0,1,1,B,N,1,275,50.0,17,43.0,83,,21,M
140197,0,48,20.0,6.0,66.0,0,2,0,B,S,3,222,15.0,137,49.0,84,1.0,20,F
38833,0,09,15.0,66.67,200.0,0,3,0,N,A,3,236,100.0,29,,47,,15,M
8637,0,53,26.0,9.14,192.0,0,3,0,B,S,1,174,0.0,137,43.0,74,1.0,11,M
119368,1,22,20.0,11.5,69.0,0,1,1,N,A,1,291,15.0,77,57.0,0,5.0,20,F
37915,0,23,19.0,5.24,110.0,0,1,1,P,S,3,564,5.0,137,47.0,60,,19,F
29552,0,43,15.0,11.67,35.0,0,2,1,M,E,2,250,15.0,41,32.0,81,,15,F
99370,0,49,20.0,20.0,20.0,0,2,0,N,F,1,290,20.0,17,51.0,87,,20,F
149769,1,07,20.0,22.75,91.0,0,2,0,N,A,2,352,36.0,77,67.0,33,,20,F
93597,0,04,18.0,25.0,25.0,0,2,0,N,F,1,262,25.0,17,,17,,18,U
12257,0,41,18.0,3.95,241.0,1,3,1,B,A,3,197,10.0,137,81.0,66,,18,M
51057,0,43,15.0,11.75,47.0,0,2,0,P,E,2,225,15.0,53,33.0,85,5.0,15,M
50331,0, .,15.0,11.6,58.0,0,?,0,B,A,4,344,12.0,29,32.0,69,,15,F
24212,1,36,20.0,6.25,25.0,0,2,0,P,A,2,767,10.0,29,53.0,97,,18,M
186695,0,22,21.0,13.88,333.0,1,1,0,N,S,2,204,10.0,137,86.0,38,8.0,4,F
100857,0,28,23.0,15.0,15.0,0,2,1,B,N,1,354,15.0,29,55.0,90,,23,M
183922,0,49,22.0,11.43,80.0,0,2,1,B,A,3,258,15.0,77,80.0,64,4.0,22,F
125941,0,21,25.0,6.95,132.0,0,3,0,N,S,4,329,20.0,77,72.0,70,,18,F
97904,0,51,15.0,7.43,52.0,0,3,1,B,A,5,262,11.0,53,77.0,61,,15,F
72820,0,53,16.0,20.0,20.0,0,3,0,N,F,1,125,20.0,17,,76,,16,F
77647,0,40,18.0,11.95,263.0,0,2,1,B,S,8,369,50.0,65,37.0,72,6.0,18,F
35771,0,39,19.0,9.1,91.0,0,2,1,P,A,5,344,12.0,65,77.0,80,5.0,19,F
190902,0,03,26.0,14.5,116.0,1,1,0,B,A,1,117,17.0,113,69.0,32,6.0,26,M
59561,1,51,16.0,8.2,41.0,0,3,1,B,A,4,275,10.0,41,36.0,67,,16,M
141092,0,20,17.0,12.23,428.0,0,2,0,M,S,12,423,16.0,101,50.0,75,9.0,17,M
148336,0,11,18.0,15.0,30.0,0,1,0,B,A,2,483,20.0,29,33.0,73,,18,F
20645,1,50,25.0,11.33,136.0,0,3,0,N,A,1,187,10.0,89,,86,0.0,25,F
48404,0,43,18.0,11.0,33.0,0,2,0,N,A,3,213,5.0,29,,78,,18,M
32880,1,17,16.0,12.2,61.0,0,2,0,P,A,2,304,15.0,53,57.0,55,4.0,16,F
35653,0,12,17.0,9.0,54.0,0,1,1,B,A,5,578,11.0,29,43.0,82,,17,M
27034,0,43,18.0,10.0,50.0,0,2,1,N,A,5,259,10.0,29,,79,,18,F
3825,1,18,24.0,11.56,289.0,1,2,1,B,S,2,412,15.0,113,73.0,82,6.0,8,M
132366,0,39,25.0,14.0,42.0,0,2,0,P,A,1,210,16.0,41,,58,0.0,25,F
90009,0,17,15.0,15.27,168.0,0,2,1,B,A,2,275,21.0,137,76.0,32,2.0,15,F
95089,0,27,20.0,25.0,50.0,0,2,0,N,A,2,420,25.0,29,,78,,20,M
6054,0,31,17.0,15.35,307.0,1,3,0,P,S,3,178,20.0,137,84.0,20,9.0,17,F
155819,0,37,20.0,11.5,46.0,0,2,1,B,A,1,232,20.0,65,,83,2.0,20,F
5071,0,14,18.0,11.96,275.0,1,1,0,P,S,8,201,20.0,77,74.0,3,7.0,18,F
159264,0,13,18.0,16.0,48.0,0,1,0,N,A,3,363,20.0,29,,44,,18,F
185194,0,43,15.0,10.8,108.0,0,2,0,P,A,1,215,20.0,77,59.0,85,3.0,11,F
90566,1,27,25.0,8.43,59.0,0,2,1,B,A,1,417,15.0,101,40.0,93,6.0,25,F
15549,0,44,24.0,14.0,42.0,0,2,1,B,A,2,343,20.0,41,65.0,89,7.0,24,F
92455,0,24,24.0,6.29,88.0,0,1,1,B,A,4,543,15.0,137,43.0,95,8.0,24,F
71191,0,36,18.0,12.0,120.0,0,2,1,B,S,4,232,20.0,101,,61,3.0,18,M
104848,1,15,17.0,5.24,89.0,0,1,1,B,S,5,285,9.0,89,82.0,5,,17,F
90022,0,12,17.0,11.8,177.0,0,1,0,B,A,6,431,14.0,89,50.0,98,6.0,17,M
10125,0,49,,11.2,56.0,0,2,1,B,A,0,336,16.0,53,77.0,86,,26,M
187764,1, .,18.0,23.33,70.0,0,?,1,N,E,2,634,25.0,53,,99,,18,U
156885,1,29,23.0,10.0,30.0,0,2,1,P,A,2,281,15.0,41,75.0,80,,23,F
105579,0,42,21.0,15.0,15.0,0,1,1,N,F,1,378,15.0,17,33.0,85,,21,M
21757,1,45,18.0,14.57,102.0,0,2,0,P,S,3,197,20.0,77,63.0,79,2.0,18,F
100904,0,26,15.0,14.0,70.0,0,2,1,B,A,4,406,15.0,41,76.0,53,,15,F
125352,0,17,19.0,11.6,116.0,0,2,0,N,S,2,273,22.0,89,82.0,46,8.0,19,M
22053,0,48,20.0,27.5,55.0,0,2,0,P,A,2,258,50.0,29,77.0,88,,20,M
95951,1,30,22.0,8.08,105.0,0,3,1,M,A,1,210,15.0,65,49.0,69,1.0,22,F
45385,0,16,17.0,4.83,58.0,0,2,1,N,A,7,347,7.0,65,,91,,17,F
38820,1,23,22.0,9.58,249.0,0,1,1,B,S,5,357,7.0,125,84.0,85,7.0,22,M
5111,0, .,19.0,8.09,186.0,1,?,1,N,S,3,117,13.0,113,82.0,6,9.0,19,F
161335,1,45,17.0,6.11,55.0,0,2,1,B,A,7,223,8.0,41,71.0,84,,17,F
3525,0,09,25.0,12.65,253.0,1,3,1,B,S,1,74,22.0,113,26.0,3,0.0,7,F
106998,0,11,17.0,7.28,116.5,0,1,1,P,A,1,360,11.0,137,60.0,56,9.0,17,U
22119,1,43,22.0,9.43,132.0,0,2,0,P,S,3,193,10.0,77,78.0,79,3.0,18,M
107618,1,53,18.0,2.36,42.5,0,3,0,P,S,4,180,5.0,137,79.0,75,1.0,18,F
191643,0,27,18.0,11.94,418.0,1,2,0,B,S,5,466,10.0,125,74.0,87,8.0,18,M
169716,0,20,21.0,20.0,20.0,0,2,0,B,F,1,317,20.0,17,43.0,58,,21,F
147785,0,11,25.0,9.7,97.0,0,1,0,M,S,3,483,10.0,65,42.0,67,9.0,17,F
69963,1,21,18.0,23.13,185.0,0,3,0,P,A,1,359,25.0,113,58.0,93,5.0,18,F
83481,0,44,17.0,6.8,102.0,0,2,1,B,A,2,336,11.0,89,53.0,95,5.0,17,F
179257,1,14,17.0,6.67,40.0,0,1,1,B,A,3,605,10.0,113,35.0,92,,17,M
174452,0,40,21.0,10.4,52.0,0,2,0,N,A,1,399,10.0,65,69.0,84,8.0,18,M
101090,0,24,23.0,7.54,98.0,0,1,0,P,S,4,520,9.0,65,47.0,92,9.0,23,F
43175,0,23,16.0,20.0,20.0,0,1,0,N,F,1,249,20.0,17,,51,,16,F
94524,0,06,18.0,18.56,297.0,0,2,0,N,A,2,305,25.0,113,43.0,46,3.0,18,F
190953,0,49,16.0,5.5,77.0,1,2,0,N,S,4,268,10.0,137,,83,1.0,16,U
124569,0,45,21.0,7.16,136.0,0,2,0,P,S,2,203,15.0,137,44.0,72,4.0,21,F
11267,1,45,20.0,6.46,168.0,1,2,0,N,S,6,208,7.0,137,87.0,90,1.0,20,F
108583,0,30,20.0,13.4,67.0,0,3,0,P,A,1,210,21.0,89,49.0,80,5.0,20,U
123156,0,14,26.0,6.41,109.0,0,1,1,P,A,2,218,15.0,137,77.0,73,2.0,26,F
188365,0,45,17.0,9.43,132.0,1,2,0,N,A,2,241,17.0,137,81.0,75,4.0,6,U
21815,1,36,15.0,5.8,29.0,0,2,0,P,N,4,213,6.0,17,26.0,71,,15,F
125734,0,17,16.0,6.73,101.0,0,2,1,P,S,6,306,10.0,77,44.0,40,8.0,16,F
131549,0,31,12.0,29.6,148.0,0,3,1,B,A,3,139,25.0,65,65.0,78,0.0,12,M
129899,1,16,17.0,12.5,25.0,0,2,0,P,N,2,232,15.0,29,75.0,46,,17,M
20979,0,30,26.0,13.42,161.0,0,3,0,P,A,2,211,25.0,89,37.0,69,4.0,26,F
184255,1,35,,16.33,147.0,0,1,1,B,A,0,470,25.0,77,65.0,87,3.0,18,M
57237,0,36,16.0,30.0,30.0,0,2,1,B,F,1,160,30.0,17,62.0,61,,16,F
137414,0,34,26.0,16.75,67.0,0,1,0,M,A,2,272,20.0,65,,62,4.0,26,F
85700,0,46,22.0,13.13,105.0,0,2,1,B,A,2,213,20.0,113,59.0,75,1.0,22,M
52478,0,43,23.0,9.4,94.0,0,2,1,B,A,1,225,11.0,125,25.0,81,1.0,19,U
74797,0,38,25.0,22.7,227.0,0,2,1,B,A,2,348,15.0,101,37.0,58,,25,F
153353,1,10,18.0,18.2,91.0,0,4,0,N,A,3,207,30.0,53,70.0,37,0.0,18,F
111317,0,49,32.0,13.0,169.0,0,2,1,B,A,1,184,25.0,101,66.0,63,8.0,18,M
107413,1,43,22.0,9.43,132.0,0,2,1,M,A,2,259,10.0,113,,76,5.0,18,F
139664,1,12,17.0,14.59,248.0,0,1,0,P,A,1,474,10.0,65,53.0,94,9.0,17,F
48998,0,43,17.0,8.25,33.0,0,2,1,B,A,4,226,8.0,29,,80,,17,M
159550,1,48,19.0,11.2,112.0,0,2,0,P,A,2,174,15.0,65,39.0,78,1.0,19,M
102398,1,25,18.0,5.17,124.0,0,2,1,M,S,5,213,13.0,137,69.0,15,1.0,18,F
27425,0,50,18.0,15.22,137.0,0,3,0,P,A,1,194,25.0,137,60.0,74,2.0,18,U
64727,0,10,16.0,13.73,206.0,0,4,0,P,S,3,294,12.0,137,49.0,83,4.0,16,F
166583,0,20,16.0,20.0,20.0,0,2,0,N,F,1,570,20.0,17,,88,,16,F
62806,0,49,16.0,6.8,34.0,0,2,1,B,A,5,333,8.0,29,59.0,78,,16,F
32140,0,51,15.0,11.0,198.0,0,3,0,B,L,2,182,18.0,137,82.0,79,2.0,15,F
58145,0,43,20.0,25.83,155.0,0,2,1,N,A,3,192,30.0,41,61.0,73,7.0,18,M
14808,0, .,15.0,8.96,251.0,1,?,0,N,S,6,242,9.0,137,,79,6.0,15,F
190580,0,10,20.0,10.33,124.0,1,4,0,N,A,2,367,10.0,125,,47,,20,M
101972,1,39,17.0,20.0,20.0,0,2,0,N,F,1,340,20.0,17,,91,,17,F
109746,0,31,15.0,6.86,96.0,0,3,0,B,A,4,102,10.0,65,47.0,3,0.0,15,F
34188,0,39,17.0,20.0,20.0,0,2,1,B,F,1,320,20.0,17,48.0,77,,17,F
15659,0,30,16.0,13.0,26.0,0,3,1,B,N,2,168,16.0,17,38.0,39,,16,F
179376,1, .,18.0,9.1,91.0,0,?,0,B,A,1,616,15.0,125,39.0,90,,18,F
19280,0,44,24.0,10.0,20.0,0,2,0,P,A,2,315,15.0,29,,82,,24,F
37894,0,10,26.0,9.25,111.0,0,4,0,N,A,2,127,15.0,125,16.0,41,1.0,26,U
187502,0,20,18.0,14.6,73.0,0,2,1,N,E,3,423,25.0,29,,75,,18,M
181641,0,27,19.0,11.33,34.0,0,2,1,N,A,2,273,15.0,29,,47,,19,F
12470,0,18,20.0,13.81,69.05,1,2,0,P,A,3,349,15.0,29,51.0,78,,20,M
179377,1, .,16.0,7.5,120.0,0,?,0,N,S,4,398,10.0,137,,90,,16,U
134041,0,27,20.0,25.0,25.0,0,2,0,N,F,1,204,25.0,17,,37,,20,U
6099,1,36,15.0,8.97,287.0,1,2,1,B,S,6,410,5.0,89,42.0,81,2.0,6,M
4631,0,05,26.0,22.78,410.0,1,2,1,M,A,2,493,25.0,77,66.0,87,7.0,5,M
35657,0,15,21.0,10.5,42.0,0,1,1,P,A,2,275,25.0,41,43.0,80,,21,F
2941,0,12,16.0,7.88,63.0,0,1,0,B,A,2,451,20.0,53,33.0,77,,16,F
142131,0,18,18.0,5.64,79.0,0,2,0,N,A,5,426,7.0,89,48.0,83,,17,M
88329,0,14,16.0,10.29,72.0,0,1,0,P,A,2,689,18.0,65,51.0,85,9.0,16,M
115091,0,41,19.0,27.88,223.0,0,3,0,P,A,5,187,25.0,53,53.0,81,3.0,19,M
72310,0,44,18.0,12.86,90.0,0,2,1,B,A,1,403,20.0,113,54.0,91,7.0,18,F
39924,0,29,26.0,12.25,147.0,0,2,1,B,A,1,228,10.0,113,85.0,80,5.0,26,M
148396,1,24,18.0,4.5,45.0,0,1,0,B,S,7,437,5.0,41,46.0,60,,17,F
4150,1,27,17.0,10.75,172.0,1,2,1,B,A,3,310,12.0,137,52.0,64,5.0,17,F
79974,0,49,18.0,6.0,84.0,0,2,1,B,S,3,392,5.0,101,41.0,83,,18,F
34783,0,37,18.0,11.8,118.0,0,2,1,B,A,3,278,15.0,65,57.0,84,6.0,18,F
119045,0,45,15.0,12.0,36.0,0,2,0,N,F,3,202,16.0,17,,66,,15,U
169780,1,26,26.0,12.5,25.0,0,2,0,N,A,2,219,15.0,29,,44,,26,U
50891,0,12,16.0,20.0,20.0,0,1,0,B,F,1,460,20.0,17,32.0,75,,16,F
136991,1,35,17.0,9.36,103.0,0,1,0,M,A,3,469,14.0,137,55.0,96,6.0,17,M
99602,1,20,24.0,7.94,135.0,0,2,1,N,A,2,317,10.0,137,70.0,61,6.0,24,F
20754,0,28,21.0,8.0,40.0,0,2,0,B,A,4,161,11.0,29,74.0,69,,21,M
82446,0,49,20.0,14.73,221.0,0,2,1,B,S,4,313,10.0,113,6.0,72,5.0,20,F
143003,0,01,18.0,5.55,111.0,0,1,0,N,S,6,413,10.0,77,78.0,82,3.0,18,F
49109,1,45,21.0,5.29,37.0,0,2,0,N,A,4,248,5.0,41,,86,,18,U
85309,0,49,16.0,12.5,25.0,0,2,1,B,A,2,296,15.0,29,70.0,77,,16,M
94307,1,07,16.0,9.17,211.0,0,2,1,B,S,7,269,5.0,77,77.0,52,3.0,16,F
43137,0,23,16.0,9.13,73.0,0,1,1,N,A,3,413,10.0,77,57.0,69,9.0,16,U
180991,0,30,18.0,7.67,115.0,0,3,0,P,S,11,271,6.0,41,,51,,18,F
150750,0,05,26.0,12.5,25.0,0,2,1,B,A,2,472,20.0,29,72.0,90,,26,F
100349,0,24,20.0,9.73,107.0,0,1,0,M,A,4,661,13.0,113,44.0,99,9.0,20,F
173882,0,12,18.0,10.5,42.0,0,1,1,M,A,3,540,15.0,41,,84,6.0,18,M
177516,1,46,18.0,13.43,94.0,0,2,1,B,A,2,193,22.0,89,76.0,78,1.0,18,M
167755,1,13,19.0,13.0,52.0,0,1,0,B,A,1,761,16.0,77,56.0,59,9.0,19,M
130452,0,04,16.0,20.0,20.0,0,2,0,P,F,1,440,20.0,17,35.0,54,,16,F
33409,1,35,17.0,4.55,50.0,0,1,1,B,A,2,570,15.0,89,56.0,83,8.0,17,M
136322,0, .,20.0,20.0,20.0,0,?,0,N,F,1,511,20.0,17,,87,,20,F
54125,0,44,24.0,16.75,134.0,0,2,1,B,A,3,346,25.0,101,43.0,83,7.0,24,F
120712,0,53,24.0,13.0,65.0,0,3,1,B,A,1,151,15.0,77,66.0,77,1.0,24,F
27174,0,11,20.0,20.0,20.0,0,1,1,B,F,1,539,20.0,17,50.0,88,,20,M
168137,0,14,25.0,30.86,216.0,0,1,0,N,A,1,160,45.0,53,43.0,35,8.0,25,F
48626,0,50,16.0,8.33,50.0,0,3,0,B,A,3,272,11.0,77,,62,1.0,16,F
180817,0,28,17.0,20.0,20.0,0,2,1,B,F,1,294,20.0,17,61.0,64,,17,F
119848,0,36,16.0,25.0,25.0,0,2,1,B,F,1,236,25.0,17,30.0,72,,16,M
160692,0,27,18.0,50.0,50.0,0,2,0,N,F,1,463,50.0,17,,81,,18,M
142163,1,40,20.0,8.83,53.0,0,2,0,M,A,3,447,5.0,77,,92,7.0,20,M
65421,1,18,24.0,14.2,71.0,0,2,1,B,A,5,418,15.0,41,34.0,91,,24,F
137915,0,51,16.0,3.75,30.0,0,3,1,B,A,6,213,5.0,29,68.0,83,,16,M
10907,0,31,24.0,11.47,195.0,1,3,0,N,A,5,458,7.0,77,54.0,91,0.0,22,F
169221,0,33,30.0,18.0,90.0,0,3,0,B,A,1,172,20.0,65,56.0,84,1.0,18,F
163656,0,01,30.0,18.73,206.0,0,1,0,M,A,1,447,20.0,125,,32,9.0,18,F
39479,1,27,15.0,4.11,106.75,0,2,0,B,S,10,479,4.0,125,64.0,86,7.0,15,M
38392,1,06,18.0,20.0,40.0,0,2,0,P,A,2,408,20.0,29,63.0,91,,18,F
250,1,20,17.0,10.88,261.0,0,2,0,B,A,7,222,12.0,89,87.0,42,4.0,17,F
94902,1,03,24.0,30.0,30.0,0,1,0,N,N,1,305,30.0,29,,36,,24,M
97874,0,46,20.0,3.75,45.0,0,2,1,M,A,6,267,10.0,53,,63,,20,M
183240,0,24,20.0,20.0,20.0,0,1,0,N,F,1,272,20.0,17,,81,,20,M
1249,1,20,13.0,9.38,122.0,0,2,1,N,A,5,423,11.0,77,,82,,7,M
123875,0,21,15.0,9.0,36.0,0,3,1,P,A,4,277,10.0,29,59.0,61,,15,F
92801,1,02,15.0,10.6,53.0,0,1,1,B,A,2,688,15.0,41,62.0,97,9.0,15,M
189365,0,36,15.0,17.5,35.0,0,2,0,P,F,1,166,10.0,17,59.0,57,,4,M
178179,0,17,17.0,5.67,34.0,0,2,0,P,S,6,294,7.0,29,57.0,32,,17,M
147687,0,32,16.0,25.0,25.0,0,3,0,B,F,1,189,25.0,17,64.0,70,,16,M
122688,0,38,18.0,6.51,267.0,0,2,0,P,S,8,272,10.0,137,74.0,33,5.0,18,M
24711,1,36,19.0,5.88,94.0,0,2,0,P,A,1,256,11.0,137,,76,,19,F
120050,1,45,19.0,15.0,15.0,0,2,1,B,F,1,209,15.0,17,,74,,19,M
151828,1,10,18.0,9.67,87.0,0,4,1,B,A,2,190,20.0,77,70.0,67,2.0,18,M
177315,1,40,18.0,8.25,99.0,0,2,0,M,S,3,354,10.0,137,59.0,82,6.0,18,M
106900,0,17,23.0,12.5,25.0,0,2,0,P,A,2,327,20.0,29,,45,,23,F
86355,0,40,26.0,9.75,39.0,0,2,0,B,A,2,293,20.0,41,,79,,26,M
88273,0,34,24.0,50.0,50.0,0,1,1,M,N,1,550,50.0,29,44.0,88,,24,F
66847,0,17,18.0,7.86,55.0,0,2,1,B,N,6,359,10.0,29,32.0,47,,18,F
13782,1, .,26.0,18.04,415.0,1,?,0,B,A,2,210,10.0,137,83.0,69,0.0,6,F
70433,0,53,23.0,8.5,34.0,0,3,0,P,A,3,139,8.0,29,,60,,23,F
141850,0,42,24.0,12.5,25.0,0,1,1,B,A,1,354,20.0,41,69.0,80,,24,F
169489,1,40,18.0,8.33,25.0,0,2,0,P,N,3,370,10.0,29,57.0,77,,18,F
180055,0,17,16.0,20.0,20.0,0,2,0,N,F,1,423,20.0,17,,84,,16,M
15573,0,43,17.0,4.85,87.25,0,2,1,B,S,3,256,10.0,125,53.0,84,,17,F
9770,0,24,21.0,12.08,157.0,0,1,1,B,S,2,446,10.0,113,74.0,86,8.0,9,F
74005,0,49,17.0,11.57,81.0,0,2,0,B,A,5,268,20.0,29,43.0,84,,17,F
35328,1,24,18.0,11.64,163.0,0,1,0,P,S,3,523,18.0,137,39.0,88,8.0,18,M
78156,0,27,16.0,13.67,82.0,0,2,1,B,A,2,358,20.0,89,39.0,94,6.0,16,M
15823,0,39,16.0,20.09,221.0,0,2,0,P,A,1,285,50.0,125,45.0,83,4.0,16,F
